g,39,-501
bob,19,956
toto,120,6348
koko,10,243
toto,44,3651
toto,33,2532
toto,61,5083
tt,8,77
 bob,47,3450
bob,19,-545
bob,73,169
titi,8,80
yuyu,11,-556
tim,18,1098
tim,10,231
ko,14,-533
toto,35,2659
toto,103,492
bob,35,156
bob,24,1529
bob,19,-238
bob,13,-342
tibo,8,68
nino,11,341
bob,9,88
bob,60,5507
toto,110,10263
bob,8,69
