toto,110,10263
toto,120,6348
bob,60,5507
toto,61,5083
toto,44,3651
fleur,61,3523
 bob,47,3450
toto,35,2659
toto,33,2532
bob,24,1529
tim,18,1098
 toto,16,996
bob,19,956
toto,103,492
nino,11,341
koko,10,243
tim,10,231
bob,73,169
bob,35,156
toto,37,102
bob,9,88
titi,8,80
tt,8,77
bob,8,69
tibo,8,68
fleur,8,46
fleur,8,22
bob,19,-238
bob,13,-342
g,39,-501
ko,14,-533
bob,19,-545
yuyu,11,-556
